course_number|course_subject|course_name|course_desc|course_link
601|ESTU|Philosophical Issues in Educational Research|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/chst-ma.html
611|ESTU|Philosophical Perspectives in Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
612|ESTU|Historical Perspectives in Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
613|ESTU|Anthropological Concepts and Methods in Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
614|ESTU|Social Psychological Foundations of Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
615|ESTU|Introduction to Research in Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
635|ESTU|Studies in Educational Change|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
644|ESTU|School and Society|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
670|ESTU|Adult Education as a Field of Study|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
602|ESTU|Educational Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
603|ESTU|The Philosophy of the Curriculum|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
604|ESTU|Philosophy of Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
606|ESTU|Study of a Philosopher of Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
608|ESTU|Selected Area of Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
620|ESTU|History of Canadian Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
633|ESTU|History of Educational Ideas|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
642|ESTU|Selected Topics in Educational Problems|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
643|ESTU|The Education of Immigrants and Minorities|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
645|ESTU|Curriculum Theory|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
648|ESTU|Politics and Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
671|ESTU|Adults as Learners|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
672|ESTU|Facilitating Adult Learning|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
673|ESTU|Administration of Adult Education Programs|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
674|ESTU|Evaluating Adult Learning Projects|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
675|ESTU|Concepts and Values in Adult Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
676/ADIP|ESTU|597 Adult Education I Selected Topics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
677/ADIP|ESTU|598 Adult Education II Selected Topics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
690|ESTU|Thesis and Tutorial (21 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
600-609|ETEC|Philosophical and Theoretical Foundations of Educational Technology|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/estu-ma.html
610-619|ETEC|Psychological Aspects of Educational Technology|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
630-639|ETEC|Development and Evaluation of Curriculum and Educational Materials|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
640-649|ETEC|Research Methodology for Educational Technology|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
660-669|ETEC|Educational Computing|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
670-679|ETEC|Management of Performance and Improvement|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
690-699|ETEC|Field Experience and Research in Educational Technology|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
790-799|ETEC|Thesis and Internship in Educational Technology|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
613|ETEC|Learning Theories (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
640|ETEC|Research Methods I (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
641|ETEC|Research Methods II (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
651|ETEC|Fundamentals of Human Performance Technology (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
671|ETEC|Administering Educational Technology Groups (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
673|ETEC|Consulting Skills for Educational Technologists (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
791|ETEC|Internship (Non-Thesis Option) (15 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
792|ETEC|Internship Report (Non-Thesis Option) (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
795|ETEC|Thesis Proposal (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
796|ETEC|Thesis or Thesis-Equivalent (15 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
607|ETEC|Philosophical Issues in Educational Research|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
635|ETEC|Principles of Educational Message Design|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
636|ETEC|Evaluation in Education and Training|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
637|ETEC|Educational Gaming and Modelling|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
660|ETEC|Introduction to Educational Computing|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
662|ETEC|Social Technologies and the Sociocultural Aspects of Learning|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
665|ETEC|Introduction to Digital Media in Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
666|ETEC|Comtemporary Use of Simulation in Training and Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
669|ETEC|Designing and Developing Interactive Instruction|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
676|ETEC|Human Resources Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
681|ETEC|Fundamentals of Distance Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
690|ETEC|Field Experience (for Option A-Thesis/Thesis-Equivalent only)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
691|ETEC|Advanced Readings and Research in Educational Technology I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
692|ETEC|Advanced Readings and Research in Educational Technology II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
693|ETEC|Special Issues in Educational Technology|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-ma.html
501|ADIP|Philosophical Issues in Educational Research|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
511|ADIP|Educational Problems in Philosophical Perspective|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
512|ADIP|Educational Problems in Historical Perspective|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
513|ADIP|Anthropological Concepts and Methods in Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
514|ADIP|Social Psychological Foundations of Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
515|ADIP|Research Issues and Methodologies in Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
520|ADIP|Adults as Learners|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
530|ADIP|Roles and Competencies of Adult Educators|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
533|ADIP|Facilitating Adult Learning|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
535|ADIP|Studies in Educational Change|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
540|ADIP|Introduction to Research in Adult Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
541|ADIP|Designing Adult Learning Projects|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
542|ADIP|Evaluating Adult Learning Projects|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
544|ADIP|School and Society|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
551|ADIP|Introduction to Administration of Adult Education Programs|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
570|ADIP|Workshops for Adult Educators|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
572|ADIP|Concepts and Values in Adult Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
588|ADIP|Advanced Topics in Adult Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
589|ADIP|Advanced Topics in Adult Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
590|ADIP|Issues in the Practice in Adult Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
585|ADIP|Integrative Internship I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
586|ADIP|Integrative Internship II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
593|ADIP|Practicum I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
594|ADIP|Practicum II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
597|ADIP|Adult Education I Selected Topics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
598|ADIP|Adult Education II Selected Topics|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
513|ETEC|Learning Theories (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/adip-dip.html
551|ETEC|Fundamentals of Human Performance Technology (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
571|ETEC|Administering Educational Technology Groups (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
573|ETEC|Consulting Skills for Educational Technologists (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
507|ETEC|Philosophical Issues in Educational Research|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
535|ETEC|Principles of Educational Message Design|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
536|ETEC|Evaluation in Education and Training|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
537|ETEC|Educational Gaming and Modelling|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
540|ETEC|Research Methods I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
541|ETEC|Research Methods II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
560|ETEC|Introduction to Educational Computing|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
562|ETEC|Social Technologies and the Sociocultural Aspects of Learning|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
565|ETEC|Introduction to Digital Media in Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
566|ETEC|Comtemporary Use of Simulation in Training and Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
569|ETEC|Designing and Developing Interactive Instruction|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
576|ETEC|Human Resources Development|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
581|ETEC|Fundamentals of Distance Education|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
590|ETEC|Field Experience|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
593|ETEC|Special Issues in Educational Technology|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
800|ENGL|Pro-Seminar I: Theory (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/etec-dip.html
801|ENGL|Pro-Seminar II: Methodology (3 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
802|ENGL|Professional Development Workshops (1 credit)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
890|ENGL|Thesis Proposal (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
891|ENGL|The Major Field Examination I (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
892|ENGL|The Sub-Field Examination II (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
895|ENGL|Thesis Research (53 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
620-624|ENGL|Studies in Nineteenth Century Literature|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
625-629|ENGL|Studies in Twentieth Century Literature|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
635-639|ENGL|Studies in Drama|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
640-644|ENGL|Studies in Fiction|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
645-649|ENGL|Studies in the History of Ideas|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
668-669|ENGL|Studies in Literary Criticism|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
685-689|ENGL|Studies in Selected Areas|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-phd.html
620-624|ENGL|Studies in Nineteenth Century Literature|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
625-629|ENGL|Studies in Twentieth Century Literature|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
635-639|ENGL|Studies in Drama|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
640-644|ENGL|Studies in Fiction|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
645-649|ENGL|Studies in the History of Ideas|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
665-667|ENGL|Studies in Post-Colonial Literature|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
668-669|ENGL|Studies in Literary Criticism|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
678-679|ENGL|Studies in Selected Areas|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
685-689|ENGL|Studies in Selected Areas|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
678|ENGL|Selected Area I|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
679|ENGL|Selected Area II|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
685|ENGL|Selected Area III|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
687|ENGL|Selected Area IV|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
688|ENGL|Selected Area V|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
689|ENGL|Selected Area VI|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
690|ENGL|Thesis (24 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
692|ENGL|Creative Writing Thesis (21 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
693|ENGL|Bibliography (6 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
694|ENGL|Research Essay (18 credits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
600|FLIT|Méthodologie (3 crédits)|Dans ce séminaire, l’étudiante ou l’étudiant apprend à formuler des problématiques et à discuter d’hypothèses de recherche. Les étudiants se familiarisent également avec les outils de recherche bibliographique imprimés et informatiques, les règles de présentation de la bibliographie et les principaux types de productions écrites liées à la critique littéraire.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/engl-ma.html
605|FLIT|Littérature et discours (3 crédits)|Ce séminaire s’intéresse à l’interaction dynamique de la littérature avec les diverses formes de discours en circulation dans l’espace social.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/flit-ma.html
617|FLIT|Textes et images (3 crédits)|Ce séminaire est, pour l’étudiante ou l’étudiant, l’occasion d’étudier les rapports entretenus entre texte et l’image entendus dans leur sens large. Dans ce séminaire seront abordés des textes qui incorporent le visuel ou qui en dépendent, comme les textes littéraires illustrés et les bandes-dessinées.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/flit-ma.html
620|FLIT|Tutorat en littérature (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/flit-ma.html
621|FLIT|Tutorat en littérature (3 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/flit-ma.html
690|FLIT|Présentation du mémoire (OPTION A) (6 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/flit-ma.html
691|FLIT|Présentation du mémoire incluant une réalisation médiatique (OPTION B) (6 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/flit-ma.html
692|FLIT|Mémoire (OPTION A) (24 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/flit-ma.html
693|FLIT|Mémoire incluant une réalisation médiatique (OPTION B) (24 crédits)|No Description|https://www.concordia.ca/academics/graduate/calendar/current/fasc/flit-ma.html
600|FTRA|Méthodologie générale de la recherche en traduction (3 crédits)|FTRA 601 Courants contemporains en traductologie (3 crédits)FTRA 602 Histoire générale de la traduction (3 crédits)|https://www.concordia.ca/academics/graduate/calendar/current/fasc/flit-ma.html
610|FTRA|Lecture critique de traductions (3 crédits)|FTRA 610 Lecture critique de traductions (3 crédits)FTRA 612 Traduction avancée en sciences humaines et sociales (F) (3 crédits)FTRA 613 Advanced translation in social sciences and the humanities (A) (3 crédits)FTRA 614 Traduction littéraire avancée (F) (3 crédits)FTRA 615 Advanced literary translation (A) (3 crédits)FTRA 622 Littérature, langue, traduction (3 crédits)FTRA 680 Tutorat en littérature (F) (3 crédits)FTRA 681 Tutorial in literature (A) (3 crédits)FTRA 682 Tutorat en traduction (F) (3 crédits)FTRA 683 Tutorial in translation (A) (3 crédits)FTRA 684 Tutorat en linguistique (F) (3 crédits)FTRA 685 Tutorial in linguistics (A) (3 crédits)FTRA 698 Étude d’un sujet particulier / Special Topics (3 crédits) Co-listé : FTRA 553.Ce séminaire examine les situations sociales et politiques qui influent sur le travail pratique des traducteurs et la réception des traductions. Sont étudiés, par exemple,le cas des États bilingues ou multilingues, l'évolution des politiques linguistiques et leurs répercussions sur la traduction, les rapports entre les langues majoritaires et minoritaires, les effets de la migration sur les sociétés de plus en plus hybrides et les marchés nouveaux de la traduction.N.B. : Les étudiantes et étudiants qui ont suivi FTRA 553 ou FTRA 550 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
622|FTRA|Littérature, langue, traduction (3 crédits)|FTRA 610 Lecture critique de traductions (3 crédits)FTRA 612 Traduction avancée en sciences humaines et sociales (F) (3 crédits)FTRA 613 Advanced translation in social sciences and the humanities (A) (3 crédits)FTRA 614 Traduction littéraire avancée (F) (3 crédits)FTRA 615 Advanced literary translation (A) (3 crédits)FTRA 622 Littérature, langue, traduction (3 crédits)FTRA 680 Tutorat en littérature (F) (3 crédits)FTRA 681 Tutorial in literature (A) (3 crédits)FTRA 682 Tutorat en traduction (F) (3 crédits)FTRA 683 Tutorial in translation (A) (3 crédits)FTRA 684 Tutorat en linguistique (F) (3 crédits)FTRA 685 Tutorial in linguistics (A) (3 crédits)FTRA 698 Étude d’un sujet particulier / Special Topics (3 crédits) Co-listé : FTRA 540.Ce séminaire propose une étude critique des traductions de l’anglais au français et du français à l’anglais effectuées à travers l’histoire, en tenant compte de la diversité des visées esthétiques, des différentes stratégies de traduction, ainsi que des contraintes socio-politiques ou institutionnelles. L’accent est mis sur l’étude des « grandes traductions » dans les cultures d’expression anglaise et française.N.B. : Les étudiantes et étudiants qui ont suivi FTRA 540 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
624|FTRA|Traduction scientifique et technique de l’anglais au français (3 crédits)|Co-listé : FTRA 514. Initiation aux différents problèmes de la traduction dans les langues de spécialité scientifiques et techniques (anglais-français). Le cours est divisé en deux ou trois parties, chaque partie correspondant à un domaine spécialisé en traduction (F).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 514 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
625|FTRA|Traduction commerciale et juridique du français à l’anglais (3 crédits)|Co-listé : FTRA 515. Initiation aux différents problèmes de la traduction dans les langues de spécialité de l’administration, du commerce et du droit (français-anglais). Le cours est divisé en parties, chaque partie correspondant à un domaine spécialisé en traduction (A).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 515 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
626|FTRA|Traduction commerciale et juridique de l’anglais au français (3 crédits)|Co-listé : FTRA 516. Initiation aux différents problèmes de la traduction dans les langues de spécialité de l’administration, du commerce et du droit (anglais-français). Le cours est divisé en parties, chaque partie correspondant à un domaine spécialisé (F).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 516 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
629|FTRA|Révision et correction en traduction (A) (3 crédits)|Co-listé : FTRA 529. Ce cours aborde les différentes méthodes de révision et de correction de textes rédigés ou traduits en anglais; il sensibilise les étudiantes et étudiants aux aspects humains et techniques du métier de réviseure et de réviseur; on touche aussi aux problèmes de l’évaluation de la qualité des traductions (A).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 529 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
630|FTRA|Révision et correction en traduction (F) (3 crédits)|Co-listé : FTRA 530. Ce cours aborde les différentes méthodes de révision et de correction de textes rédigés ou traduits en français; il sensibilise les étudiantes et étudiants aux aspects humains et techniques du métier de réviseure et de réviseur; on touche aussi aux problèmes de l’évaluation de la qualité des traductions (F).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 530 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
634|FTRA|Traduction littéraire de l’anglais au français (3 crédits)|Co-listé : FTRA 504. Sensibilisation aux problèmes spécifiques à la traduction littéraire. Travaux pratiques : traduction de textes de genres variés (F).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 504 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
635|FTRA|Traduction littéraire du français à l’anglais (3 crédits)|Co-listé : FTRA 501. Sensibilisation aux problèmes spécifiques à la traduction littéraire. Travaux pratiques : traduction de textes de genres variés (A).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 501 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
501|FTRA|Traduction littéraire du français à l’anglais (3 crédits)|Co-listé : FTRA 635. Sensibilisation aux problèmes spécifiques à la traduction littéraire. Travaux pratiques : traduction de textes de genres variés (A).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 635 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
504|FTRA|Traduction littéraire de l’anglais au français (3 crédits)|Co-listé : FTRA 634. Sensibilisation aux problèmes spécifiques à la traduction littéraire. Travaux pratiques : traduction de textes de genres variés (F).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 634 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
529|FTRA|Révision et correction en traduction (A) (3 crédits)|Co-listé : FTRA 629. Ce cours aborde les différentes méthodes de révision et de correction de textes rédigés ou traduits en anglais; il sensibilise les étudiantes et étudiants aux aspects humains et techniques du métier de réviseure et de réviseur; on touche aussi aux problèmes de l’évaluation de la qualité des traductions (A).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 629 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
530|FTRA|Révision et correction en traduction (F) (3 crédits)|Co-listé : FTRA 630. Ce cours aborde les différentes méthodes de révision et de correction de textes rédigés ou traduits en français; il sensibilise les étudiantes et étudiants aux aspects humains et techniques du métier de réviseure et de réviseur; on touche aussi aux problèmes de l’évaluation de la qualité des traductions (F).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 630 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
514|FTRA|Traduction scientifique et technique de l’anglais au français (3 crédits)|Co-listé : FTRA 624. Initiation aux différents problèmes de la traduction dans les langues de spécialité scientifiques et techniques (anglais-français). Le cours est divisé en deux ou trois parties, chaque partie correspondant à un domaine spécialisé en traduction (F).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 624 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
515|FTRA|Traduction commerciale et juridique du français à l’anglais (3 crédits)|Co-listé : FTRA 625. Initiation aux différents problèmes de la traduction dans les langues de spécialité de l’administration, du commerce et du droit (français-anglais). Le cours est divisé en parties, chaque partie correspondant à un domaine spécialisé en traduction (A).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 625 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
516|FTRA|Traduction commerciale et juridique de l’anglais au français(3 crédits)|Co-listé : FTRA 626. Initiation aux différents problèmes de la traduction dans les langues de spécialité de l’administration, du commerce et du droit (anglais-français). Le cours est divisé en parties, chaque partie correspondant à un domaine spécialisé (F).N.B. : Les étudiantes et étudiants qui ont suivi FTRA 626 ne peuvent obtenir de crédits pour ce cours.|https://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
